1695	2010-08-22T00:01:41Z	32.9215059833	-97.0688868667	688674
267	2010-08-22T00:01:46Z	30.264964	-97.750428	1577732
23198	2010-08-22T00:01:46Z	47.6125861107	-122.352193594	207348
3384	2010-08-22T00:01:50Z	44.9160973914	-93.2779240196	802170
44322	2010-08-22T00:01:53Z	33.1533245667	-96.8393208833	808958
10837	2010-08-22T00:01:55Z	30.26116055	-97.6978865333	42694
10727	2010-08-22T00:01:57Z	29.7643200833	-95.4007021333	655425
34027	2010-08-22T00:02:01Z	40.7757236918	-73.9717841148	12345
4076	2010-08-22T00:02:06Z	30.264964	-97.750428	1577732
3384	2010-08-22T00:02:07Z	44.9156447	-93.27027922	361181
41434	2010-08-22T00:02:08Z	38.7839289	-77.0168812667	277360
68037	2010-08-22T00:02:09Z	59.913945405	10.74338978	1563614
10375	2010-08-22T00:02:13Z	33.0400981698	-96.7060697079	86282
95263	2010-08-22T00:02:13Z	45.5178516811	-73.578889186	1726226
154293	2010-08-22T00:02:16Z	34.0668287807	-118.3841338189	209076
28495	2010-08-22T00:02:20Z	30.295243905	-97.7842721343	27281
1695	2010-08-22T00:02:24Z	32.924984717	-97.076355567	1251385
49773	2010-08-22T00:02:25Z	41.483433661	-81.767791957	1361179
39370	2010-08-22T00:02:26Z	21.3597641368	-157.9618763924	529560
58691	2010-08-22T00:02:28Z	37.8217465333	-122.2607885667	199468
30797	2010-08-22T00:02:29Z	41.1491634424	-8.6148894435	705113
3384	2010-08-22T00:02:30Z	44.928706122	-93.2763826847	987729
29853	2010-08-22T00:02:33Z	32.8217858063	-117.2244858742	441067
45202	2010-08-22T00:02:33Z	51.4313571818	7.0046746731	659477
34027	2010-08-22T00:02:34Z	40.7750859041	-73.9687532187	12171
61509	2010-08-22T00:02:37Z	29.4251235031	-98.4996092319	201111
106785	2010-08-22T00:02:41Z	38.6369352833	-121.5059309833	303327
1695	2010-08-22T00:02:48Z	32.9245647119	-97.076113866	1214894
65906	2010-08-22T00:02:50Z	40.204462409	-74.0106976032	1418064
158822	2010-08-22T00:02:52Z	34.05942928	-118.41762351	642534
85876	2010-08-22T00:02:54Z	44.0496823167	-123.0849871667	1204644
933	2010-08-22T00:02:55Z	51.2014115857	4.4231235981	1051151
1400	2010-08-22T00:02:57Z	59.3311433833	18.0771146833	112359
11882	2010-08-22T00:03:01Z	37.7501035143	-122.4203646183	59539
34027	2010-08-22T00:03:03Z	40.7742937388	-73.9708399773	12174
1695	2010-08-22T00:03:05Z	32.9244976333	-97.0771724833	73628
111512	2010-08-22T00:03:06Z	28.5584253167	-81.2658354667	308628
540	2010-08-22T00:03:08Z	35.9435642667	-78.5576045667	29513
26010	2010-08-22T00:03:09Z	33.6917185496	-117.8928923607	38959
152218	2010-08-22T00:03:09Z	49.995644733	8.577100733	1573116
170220	2010-08-22T00:03:09Z	61.118269983	10.463435067	2235337
38622	2010-08-22T00:03:10Z	30.413160483	-88.8277691	1414020
728	2010-08-22T00:03:13Z	39.7104178333	-104.9387662333	873085
439	2010-08-22T00:03:14Z	26.244712802	-80.254958984	2235351
155415	2010-08-22T00:03:16Z	33.9960229397	-81.2253624201	1110448
1695	2010-08-22T00:03:20Z	32.9240403833	-97.0762336	553517
2967	2010-08-22T00:03:20Z	49.2684801258	-123.118506074	102142
11015	2010-08-22T00:03:22Z	30.26230215	-97.7614974833	14242
46034	2010-08-22T00:03:24Z	58.4117052524	15.6192970276	315367
728	2010-08-22T00:03:26Z	39.7107721167	-104.9402630333	285607
2967	2010-08-22T00:03:27Z	49.2687426524	-123.1195950508	102133
5712	2010-08-22T00:03:31Z	29.428799703	-97.170862482	2235239
122809	2010-08-22T00:03:32Z	37.751283184	-122.41387981	2204225
13059	2010-08-22T00:03:36Z	34.1061011	-118.1344261167	75712
34027	2010-08-22T00:03:36Z	40.7698736895	-73.9752173424	12349
2967	2010-08-22T00:03:36Z	49.26754965	-123.1192599	102128
105943	2010-08-22T00:03:40Z	29.7380355435	-95.5032277107	57790
1695	2010-08-22T00:03:41Z	32.9262516157	-97.0783231128	998074
121775	2010-08-22T00:03:43Z	33.6559120833	-111.9267828833	353185
22610	2010-08-22T00:03:45Z	37.1827130667	-93.2232883667	595678
118482	2010-08-22T00:03:47Z	36.0805634032	-115.0382065773	132950
41646	2010-08-22T00:03:48Z	21.2903640243	-157.8437626362	86026
71136	2010-08-22T00:03:51Z	39.9564234033	-105.1739859581	370482
